current_tick,occupation_rate
57.0,2.2222222222222223
58.0,2.2222222222222223
59.0,2.2222222222222223
60.0,2.2222222222222223
61.0,2.2222222222222223
62.0,2.2222222222222223
63.0,2.2222222222222223
64.0,2.2222222222222223
65.0,2.2222222222222223
66.0,2.2222222222222223
67.0,2.2222222222222223
68.0,2.2222222222222223
69.0,2.2222222222222223
70.0,2.2222222222222223
71.0,2.2222222222222223
72.0,2.2222222222222223
73.0,2.2222222222222223
74.0,2.2222222222222223
75.0,2.2222222222222223
76.0,2.2222222222222223
77.0,2.2222222222222223
78.0,2.2222222222222223
79.0,2.2222222222222223
80.0,2.2222222222222223
81.0,2.2222222222222223
82.0,2.2222222222222223
83.0,2.2222222222222223
84.0,2.2222222222222223
85.0,2.2222222222222223
86.0,2.2222222222222223
87.0,2.2222222222222223
88.0,2.2222222222222223
89.0,2.2222222222222223
90.0,2.2222222222222223
91.0,2.2222222222222223
92.0,2.2222222222222223
93.0,2.2222222222222223
94.0,2.2222222222222223
95.0,2.2222222222222223
96.0,2.2222222222222223
97.0,2.2222222222222223
98.0,2.2222222222222223
99.0,2.2222222222222223
100.0,2.2222222222222223
101.0,2.2222222222222223
102.0,2.2222222222222223
103.0,2.2222222222222223
104.0,2.2222222222222223
105.0,2.2222222222222223
106.0,2.2222222222222223
107.0,2.2222222222222223
108.0,2.2222222222222223
109.0,2.2222222222222223
110.0,2.2222222222222223
111.0,2.2222222222222223
112.0,2.2222222222222223
113.0,2.2222222222222223
114.0,2.2222222222222223
115.0,2.2222222222222223
116.0,2.2222222222222223
117.0,2.2222222222222223
118.0,2.2222222222222223
119.0,2.2222222222222223
120.0,2.2222222222222223
121.0,2.2222222222222223
122.0,2.2222222222222223
123.0,2.2222222222222223
124.0,2.2222222222222223
125.0,2.2222222222222223
126.0,2.2222222222222223
127.0,2.2222222222222223
128.0,2.2222222222222223
129.0,2.2222222222222223
130.0,2.2222222222222223
131.0,2.2222222222222223
132.0,2.2222222222222223
133.0,2.2222222222222223
134.0,2.2222222222222223
135.0,2.2222222222222223
136.0,2.2222222222222223
137.0,2.2222222222222223
138.0,2.2222222222222223
139.0,2.2222222222222223
140.0,2.2222222222222223
141.0,2.2222222222222223
142.0,2.2222222222222223
143.0,2.2222222222222223
144.0,2.2222222222222223
145.0,2.2222222222222223
146.0,2.2222222222222223
147.0,2.2222222222222223
148.0,2.2222222222222223
149.0,2.2222222222222223
150.0,2.2222222222222223
151.0,2.2222222222222223
152.0,2.2222222222222223
153.0,2.2222222222222223
154.0,2.2222222222222223
155.0,2.2222222222222223
156.0,2.2222222222222223
157.0,2.2222222222222223
158.0,2.2222222222222223
159.0,2.2222222222222223
160.0,2.2222222222222223
161.0,2.2222222222222223
162.0,2.2222222222222223
163.0,2.2222222222222223
164.0,2.2222222222222223
165.0,2.2222222222222223
166.0,2.2222222222222223
167.0,2.2222222222222223
168.0,2.2222222222222223
169.0,2.2222222222222223
170.0,2.2222222222222223
171.0,2.2222222222222223
172.0,2.2222222222222223
173.0,2.2222222222222223
174.0,2.2222222222222223
175.0,2.2222222222222223
176.0,2.2222222222222223
177.0,2.2222222222222223
178.0,2.2222222222222223
179.0,2.2222222222222223
180.0,2.2222222222222223
181.0,2.2222222222222223
182.0,2.2222222222222223
183.0,2.2222222222222223
184.0,2.2222222222222223
185.0,2.2222222222222223
186.0,2.2222222222222223
187.0,2.2222222222222223
188.0,2.2222222222222223
189.0,2.2222222222222223
190.0,2.2222222222222223
191.0,2.2222222222222223
192.0,2.2222222222222223
193.0,2.2222222222222223
194.0,2.2222222222222223
195.0,2.2222222222222223
196.0,2.2222222222222223
197.0,2.2222222222222223
198.0,2.2222222222222223
199.0,2.2222222222222223
200.0,2.2222222222222223
201.0,2.2222222222222223
202.0,2.2222222222222223
203.0,2.2222222222222223
204.0,2.2222222222222223
205.0,2.2222222222222223
206.0,2.2222222222222223
207.0,2.2222222222222223
208.0,2.2222222222222223
209.0,2.2222222222222223
210.0,2.2222222222222223
211.0,2.2222222222222223
212.0,2.2222222222222223
213.0,2.2222222222222223
214.0,2.2222222222222223
215.0,2.2222222222222223
216.0,2.2222222222222223
217.0,2.2222222222222223
218.0,2.2222222222222223
219.0,2.2222222222222223
220.0,2.2222222222222223
221.0,2.2222222222222223
222.0,2.2222222222222223
223.0,2.2222222222222223
224.0,2.2222222222222223
225.0,2.2222222222222223
226.0,2.2222222222222223
227.0,2.2222222222222223
228.0,2.2222222222222223
229.0,2.2222222222222223
230.0,2.2222222222222223
231.0,2.2222222222222223
232.0,2.2222222222222223
233.0,2.2222222222222223
234.0,2.2222222222222223
235.0,2.2222222222222223
236.0,2.2222222222222223
237.0,2.2222222222222223
238.0,2.2222222222222223
239.0,2.2222222222222223
240.0,2.2222222222222223
241.0,2.2222222222222223
242.0,2.2222222222222223
243.0,2.2222222222222223
244.0,2.2222222222222223
245.0,2.2222222222222223
246.0,2.2222222222222223
247.0,2.2222222222222223
248.0,4.444444444444445
249.0,4.444444444444445
250.0,4.444444444444445
251.0,4.444444444444445
252.0,4.444444444444445
253.0,4.444444444444445
254.0,4.444444444444445
255.0,4.444444444444445
256.0,4.444444444444445
257.0,4.444444444444445
258.0,4.444444444444445
259.0,4.444444444444445
260.0,4.444444444444445
261.0,4.444444444444445
262.0,4.444444444444445
263.0,4.444444444444445
264.0,4.444444444444445
265.0,4.444444444444445
266.0,4.444444444444445
267.0,4.444444444444445
268.0,2.2222222222222223
269.0,2.2222222222222223
270.0,2.2222222222222223
271.0,2.2222222222222223
272.0,2.2222222222222223
273.0,2.2222222222222223
274.0,2.2222222222222223
275.0,2.2222222222222223
276.0,2.2222222222222223
277.0,2.2222222222222223
278.0,2.2222222222222223
279.0,2.2222222222222223
280.0,2.2222222222222223
281.0,2.2222222222222223
282.0,2.2222222222222223
283.0,2.2222222222222223
284.0,2.2222222222222223
285.0,2.2222222222222223
286.0,2.2222222222222223
287.0,2.2222222222222223
288.0,2.2222222222222223
289.0,2.2222222222222223
290.0,2.2222222222222223
291.0,2.2222222222222223
292.0,2.2222222222222223
293.0,2.2222222222222223
294.0,2.2222222222222223
295.0,2.2222222222222223
296.0,2.2222222222222223
297.0,2.2222222222222223
298.0,2.2222222222222223
299.0,2.2222222222222223
300.0,2.2222222222222223
301.0,2.2222222222222223
302.0,2.2222222222222223
303.0,2.2222222222222223
304.0,2.2222222222222223
305.0,2.2222222222222223
306.0,2.2222222222222223
307.0,2.2222222222222223
308.0,2.2222222222222223
309.0,2.2222222222222223
310.0,2.2222222222222223
311.0,2.2222222222222223
312.0,2.2222222222222223
313.0,2.2222222222222223
314.0,2.2222222222222223
315.0,2.2222222222222223
316.0,2.2222222222222223
317.0,2.2222222222222223
318.0,2.2222222222222223
319.0,2.2222222222222223
320.0,2.2222222222222223
321.0,2.2222222222222223
322.0,2.2222222222222223
323.0,2.2222222222222223
324.0,2.2222222222222223
325.0,2.2222222222222223
326.0,4.444444444444445
327.0,4.444444444444445
328.0,4.444444444444445
329.0,4.444444444444445
330.0,4.444444444444445
331.0,4.444444444444445
332.0,4.444444444444445
333.0,2.2222222222222223
334.0,2.2222222222222223
335.0,2.2222222222222223
336.0,2.2222222222222223
337.0,2.2222222222222223
338.0,2.2222222222222223
339.0,2.2222222222222223
340.0,2.2222222222222223
341.0,2.2222222222222223
342.0,2.2222222222222223
343.0,2.2222222222222223
344.0,2.2222222222222223
345.0,2.2222222222222223
346.0,2.2222222222222223
347.0,2.2222222222222223
348.0,2.2222222222222223
349.0,2.2222222222222223
350.0,2.2222222222222223
351.0,2.2222222222222223
352.0,2.2222222222222223
353.0,2.2222222222222223
354.0,2.2222222222222223
355.0,2.2222222222222223
356.0,2.2222222222222223
357.0,2.2222222222222223
358.0,2.2222222222222223
359.0,2.2222222222222223
360.0,2.2222222222222223
361.0,2.2222222222222223
362.0,2.2222222222222223
363.0,2.2222222222222223
364.0,2.2222222222222223
365.0,2.2222222222222223
366.0,2.2222222222222223
367.0,2.2222222222222223
368.0,2.2222222222222223
369.0,2.2222222222222223
370.0,2.2222222222222223
371.0,2.2222222222222223
372.0,2.2222222222222223
373.0,2.2222222222222223
374.0,2.2222222222222223
375.0,2.2222222222222223
376.0,2.2222222222222223
377.0,2.2222222222222223
378.0,2.2222222222222223
379.0,2.2222222222222223
380.0,2.2222222222222223
381.0,2.2222222222222223
382.0,2.2222222222222223
383.0,2.2222222222222223
384.0,2.2222222222222223
385.0,2.2222222222222223
386.0,2.2222222222222223
387.0,2.2222222222222223
388.0,2.2222222222222223
389.0,2.2222222222222223
390.0,2.2222222222222223
391.0,2.2222222222222223
392.0,2.2222222222222223
393.0,2.2222222222222223
394.0,2.2222222222222223
395.0,2.2222222222222223
396.0,2.2222222222222223
397.0,2.2222222222222223
398.0,2.2222222222222223
399.0,2.2222222222222223
400.0,2.2222222222222223
401.0,2.2222222222222223
402.0,2.2222222222222223
403.0,2.2222222222222223
404.0,2.2222222222222223
405.0,2.2222222222222223
406.0,2.2222222222222223
407.0,2.2222222222222223
408.0,2.2222222222222223
409.0,2.2222222222222223
410.0,2.2222222222222223
411.0,2.2222222222222223
412.0,2.2222222222222223
413.0,2.2222222222222223
414.0,2.2222222222222223
415.0,2.2222222222222223
416.0,2.2222222222222223
417.0,2.2222222222222223
418.0,2.2222222222222223
419.0,2.2222222222222223
420.0,2.2222222222222223
421.0,2.2222222222222223
422.0,2.2222222222222223
423.0,2.2222222222222223
424.0,2.2222222222222223
425.0,2.2222222222222223
426.0,2.2222222222222223
427.0,2.2222222222222223
428.0,2.2222222222222223
429.0,2.2222222222222223
430.0,2.2222222222222223
431.0,2.2222222222222223
432.0,2.2222222222222223
433.0,2.2222222222222223
434.0,2.2222222222222223
435.0,2.2222222222222223
436.0,2.2222222222222223
437.0,2.2222222222222223
438.0,2.2222222222222223
439.0,2.2222222222222223
440.0,2.2222222222222223
441.0,2.2222222222222223
442.0,2.2222222222222223
443.0,2.2222222222222223
444.0,2.2222222222222223
445.0,2.2222222222222223
446.0,2.2222222222222223
447.0,2.2222222222222223
448.0,2.2222222222222223
